1547656712 2019-01-16T16:38+00:00 2481 392 407 294 709 1638 1728 1852 966 395 833 202 647 196 314 241 664 1766     2922.048 407.665 375.895 261.216 657.308 1930.748 717.737 735.442 323.612 127.263 459.679 178.173 630.552 191.131 286.852 228.989 528.148 1235.882 
1547657618 2019-01-16T16:53+00:00 2484 393 407 294 708 1636 1729 1853 968 395 833 202 648 196 314 241 664 1766     2925.582 408.705 375.895 261.216 656.381 1928.390 718.152 735.839 324.282 127.263 459.679 178.173 631.527 191.131 286.852 228.989 528.148 1235.882 
1547658523 2019-01-16T17:08+00:00 2488 394 407 294 708 1636 1729 1855 970 395 833 202 649 196 314 241 664 1767     2930.293 409.745 375.895 261.216 656.381 1928.390 718.152 736.633 324.952 127.263 459.679 178.173 632.501 191.131 286.852 228.989 528.148 1236.582 
1547659429 2019-01-16T17:23+00:00 2492 394 407 294 707 1636 1731 1857 972 396 833 202 650 197 314 241 665 1768     2935.004 409.745 375.895 261.216 655.454 1928.390 718.983 737.427 325.622 127.585 459.679 178.173 633.476 192.106 286.852 228.989 528.944 1237.282 
1547660334 2019-01-16T17:38+00:00 2497 394 407 294 707 1636 1732 1860 974 396 834 202 651 197 314 241 665 1769     2940.893 409.745 375.895 261.216 655.454 1928.390 719.398 738.619 326.292 127.585 460.231 178.173 634.450 192.106 286.852 228.989 528.944 1237.981 
1547661240 2019-01-16T17:54+00:00 2501 395 407 294 707 1635 1733 1861 976 397 834 202 652 197 314 242 665 1770     2945.604 410.785 375.895 261.216 655.454 1927.211 719.814 739.016 326.962 127.907 460.231 178.173 635.425 192.106 286.852 229.939 528.944 1238.681 
1547662145 2019-01-16T18:09+00:00 2503 395 406 293 707 1634 1733 1862 978 397 834 202 652 197 314 242 665 1770     2947.959 410.785 374.972 260.328 655.454 1926.033 719.814 739.413 327.632 127.907 460.231 178.173 635.425 192.106 286.852 229.939 528.944 1238.681 
1547663051 2019-01-16T18:24+00:00 2509 396 406 293 707 1636 1735 1865 980 398 834 203 652 197 314 242 666 1772     2955.026 411.825 374.972 260.328 655.454 1928.390 720.644 740.604 328.302 128.229 460.231 179.055 635.425 192.106 286.852 229.939 529.739 1240.081 
1547663956 2019-01-16T18:39+00:00 2514 398 406 293 708 1636 1737 1868 982 398 835 203 653 197 314 242 666 1773     2960.915 413.904 374.972 260.328 656.381 1928.390 721.475 741.796 328.972 128.229 460.783 179.055 636.399 192.106 286.852 229.939 529.739 1240.781 
1547664861 2019-01-16T18:54+00:00 2518 398 406 293 708 1635 1737 1869 985 398 834 202 654 197 315 242 667 1774     2965.626 413.904 374.972 260.328 656.381 1927.211 721.475 742.193 329.977 128.229 460.231 178.173 637.374 192.106 287.765 229.939 530.534 1241.481 
1547665767 2019-01-16T19:09+00:00 2523 399 406 293 708 1637 1739 1872 987 399 834 202 654 198 315 242 667 1776     2971.515 414.944 374.972 260.328 656.381 1929.569 722.306 743.384 330.647 128.551 460.231 178.173 637.374 193.081 287.765 229.939 530.534 1242.880 
1547666672 2019-01-16T19:24+00:00 2528 399 406 293 709 1638 1741 1875 989 399 835 202 655 198 315 242 668 1777     2977.404 414.944 374.972 260.328 657.308 1930.748 723.136 744.575 331.317 128.551 460.783 178.173 638.349 193.081 287.765 229.939 531.330 1243.580 
1547667578 2019-01-16T19:39+00:00 2532 401 406 293 710 1638 1742 1877 992 400 834 202 655 198 315 242 668 1778     2982.115 417.024 374.972 260.328 658.235 1930.748 723.552 745.370 332.322 128.874 460.231 178.173 638.349 193.081 287.765 229.939 531.330 1244.280 
1547668483 2019-01-16T19:54+00:00 2536 401 406 293 711 1640 1743 1879 994 400 835 202 656 198 315 243 668 1779     2986.826 417.024 374.972 260.328 659.162 1933.105 723.967 746.164 332.992 128.874 460.783 178.173 639.323 193.081 287.765 230.890 531.330 1244.980 
1547669389 2019-01-16T20:09+00:00 2540 401 406 293 711 1641 1744 1881 995 401 835 202 656 198 315 243 668 1780     2991.537 417.024 374.972 260.328 659.162 1934.284 724.382 746.958 333.327 129.196 460.783 178.173 639.323 193.081 287.765 230.890 531.330 1245.679 
1547670294 2019-01-16T20:24+00:00 2546 403 406 293 712 1642 1747 1884 998 401 835 202 657 198 315 243 669 1782     2998.603 419.104 374.972 260.328 660.089 1935.463 725.629 748.149 334.332 129.196 460.783 178.173 640.298 193.081 287.765 230.890 532.125 1247.079 
1547671200 2019-01-16T20:40+00:00 2551 403 406 293 713 1643 1748 1886 1001 402 835 202 657 198 316 243 670 1783     3004.492 419.104 374.972 260.328 661.016 1936.641 726.044 748.944 335.337 129.518 460.783 178.173 640.298 193.081 288.679 230.890 532.921 1247.779 
1547672105 2019-01-16T20:55+00:00 2552 404 406 293 711 1641 1748 1887 1002 402 835 203 658 198 315 243 669 1781     3005.670 420.144 374.972 260.328 659.162 1934.284 726.044 749.341 335.672 129.518 460.783 179.055 641.272 193.081 287.765 230.890 532.125 1246.379 
1547673011 2019-01-16T21:10+00:00 2556 404 406 293 711 1640 1749 1889 1004 402 835 203 658 199 316 243 669 1782     3010.381 420.144 374.972 260.328 659.162 1933.105 726.459 750.135 336.342 129.518 460.783 179.055 641.272 194.056 288.679 230.890 532.125 1247.079 
1547673916 2019-01-16T21:25+00:00 2559 405 406 292 710 1639 1749 1890 1005 403 835 203 659 199 316 243 669 1782     3013.914 421.184 374.972 259.440 658.235 1931.926 726.459 750.532 336.677 129.840 460.783 179.055 642.247 194.056 288.679 230.890 532.125 1247.079 
1547674821 2019-01-16T21:40+00:00 2562 405 405 292 709 1637 1750 1891 1007 403 835 203 661 199 316 243 669 1782     3017.448 421.184 374.048 259.440 657.308 1929.569 726.875 750.929 337.347 129.840 460.783 179.055 644.196 194.056 288.679 230.890 532.125 1247.079 
1547675727 2019-01-16T21:55+00:00 2565 405 405 292 708 1636 1750 1893 1008 404 835 203 662 199 316 243 669 1782     3020.981 421.184 374.048 259.440 656.381 1928.390 726.875 751.723 337.682 130.162 460.783 179.055 645.171 194.056 288.679 230.890 532.125 1247.079 
1547676632 2019-01-16T22:10+00:00 2570 406 405 292 708 1636 1752 1895 1011 404 836 203 662 199 316 244 670 1784     3026.870 422.224 374.048 259.440 656.381 1928.390 727.705 752.518 338.687 130.162 461.335 179.055 645.171 194.056 288.679 231.840 532.921 1248.479 
1547677538 2019-01-16T22:25+00:00 2573 407 405 292 707 1634 1752 1896 1012 404 835 204 664 200 316 244 670 1784     3030.403 423.264 374.048 259.440 655.454 1926.033 727.705 752.915 339.022 130.162 460.783 179.937 647.120 195.032 288.679 231.840 532.921 1248.479 
1547678443 2019-01-16T22:40+00:00 2575 408 405 292 702 1625 1750 1895 1013 405 835 204 666 200 316 244 669 1782     3032.759 424.304 374.048 259.440 650.818 1915.424 726.875 752.518 339.357 130.484 460.783 179.937 649.069 195.032 288.679 231.840 532.125 1247.079 
1547679349 2019-01-16T22:55+00:00 2575 407 404 291 697 1618 1748 1894 1013 405 835 205 668 201 316 244 668 1780     3032.759 423.264 373.125 258.551 646.183 1907.173 726.044 752.120 339.357 130.484 460.783 180.819 651.018 196.007 288.679 231.840 531.330 1245.679 
1547680254 2019-01-16T23:10+00:00 2577 409 404 291 694 1613 1749 1895 1015 405 835 206 669 201 316 244 668 1780     3035.114 425.344 373.125 258.551 643.401 1901.280 726.459 752.518 340.027 130.484 460.783 181.701 651.993 196.007 288.679 231.840 531.330 1245.679 
1547681160 2019-01-16T23:26+00:00 2580 410 404 291 690 1606 1748 1896 1016 406 835 206 671 201 316 245 668 1780     3038.647 426.384 373.125 258.551 639.693 1893.029 726.044 752.915 340.362 130.807 460.783 181.701 653.942 196.007 288.679 232.790 531.330 1245.679 
1547682065 2019-01-16T23:41+00:00 2580 409 403 290 688 1604 1749 1897 1018 406 835 206 671 202 317 245 669 1780     3038.647 425.344 372.201 257.663 637.839 1890.671 726.459 753.312 341.032 130.807 460.783 181.701 653.942 196.982 289.593 232.790 532.125 1245.679 
